gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,V0,r,alpha,pi,xi,mu_b,m,c,p,vb,sg_debt,debt,debt_diff,abs_debt_diff,debt_per_diff,abs_debt_per_diff,eq_vb,eq_min_val,sg_equity,equity,eq_negative,firm_value,leverage,ROE,cvml_vb,cvmh_vb,eq_deriv
0.02,0.018000000000000002,0.002,0.005,NaN,NaN,0.3,100.0,0.08,0.6,0.27,1.0,1.0,5.0,1.3611861186118612,12.10736185874173,51.09162588607218,60.53502827416184,60.509863057451945,-0.02694623625669834,0.02694623625669834,-0.00044512151484499794,0.00044512151484499794,-2.3447910280083306e-13,NaN,36.13159895037626,36.13394154594761,false,96.64380460339956,62.61121786933814,-8.498819341860441,NaN,NaN,NaN
