gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,V0,r,alpha,pi,xi,mu_b,m,c,p,vb,sg_debt,debt,debt_diff,abs_debt_diff,debt_per_diff,abs_debt_per_diff,eq_vb,eq_min_val,sg_equity,equity,eq_negative,firm_value,leverage,ROE,cvml_vb,cvmh_vb,eq_deriv
0.02,0.0195,0.0005,0.01,NaN,NaN,0.2,100.0,0.08,0.6,0.27,1.0,1.0,3.0,1.5792579257925792,17.3058946385856,48.75539181657834,51.917773137870476,51.92409284307716,0.00640892732036491,0.00640892732036491,0.00012344401438947527,0.00012344401438947527,8.171241461241152e-14,NaN,52.37933255965031,52.38089647809972,false,104.30498932117689,49.78102503149874,8.954567008221236,NaN,NaN,NaN
