gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,V0,r,alpha,pi,xi,mu_b,m,c,p,vb,sg_debt,debt,debt_diff,abs_debt_diff,debt_per_diff,abs_debt_per_diff,eq_vb,eq_min_val,sg_equity,equity,eq_negative,firm_value,leverage,ROE,cvml_vb,cvmh_vb,eq_deriv
0.02,0.0195,0.0005,0.005,NaN,NaN,0.3,100.0,0.08,0.6,0.27,1.0,1.0,10.0,0.6677667766776678,6.256369672943629,44.08199041334992,62.56376979641459,62.56047258549127,-0.003224143945018909,0.003224143945018909,-5.15337825858034e-5,5.15337825858034e-5,1.723066134218243e-13,NaN,43.38020774235129,43.33208957458158,false,105.89256216007286,59.07919433559603,15.73887964672689,NaN,NaN,NaN
