gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,V0,r,alpha,pi,xi,mu_b,m,c,p,vb,sg_debt,debt,debt_diff,abs_debt_diff,debt_per_diff,abs_debt_per_diff,eq_vb,eq_min_val,sg_equity,equity,eq_negative,firm_value,leverage,ROE,cvml_vb,cvmh_vb,eq_deriv
0.02,0.0195,0.0005,0.005,NaN,NaN,0.3,100.0,0.08,0.6,0.27,1.0,1.0,7.0,0.8944144414441444,8.512449197547857,44.246056921500625,59.58801837096051,59.62435738181813,0.03721299898312935,0.03721299898312935,0.0006245138841365443,0.0006245138841365443,-2.3803181647963356e-13,NaN,45.38521107577744,45.349888598900606,false,104.97424598071873,56.79903372944417,12.319917797367118,NaN,NaN,NaN
