c,p,vb,debt,debt_diff,abs_debt_diff,debt_per_diff,abs_debt_per_diff,count,time
10.0,14.315431543154315,62.39469760873055,144.130034203516,72.55287648774443,72.55287648774443,1.0136317060234128,1.0136317060234128,1,91583305
10.0,14.315431543154315,63.42388451701099,145.90183835700645,74.32468064123488,74.32468064123488,1.0383854711914315,1.0383854711914315,1,91583305
10.0,14.315431543154315,64.45307142529143,147.34293282283562,75.76577510706404,75.76577510706404,1.05851891196805,1.05851891196805,1,91583305
10.0,14.315431543154315,65.48225833357185,148.49308659868234,76.91592888291076,76.91592888291076,1.0745876385360134,1.0745876385360134,1,91583305
10.0,14.315431543154315,66.51144524185229,149.36292231488983,77.78576459911825,77.78576459911825,1.086740059000396,1.086740059000396,1,91583305
10.0,14.315431543154315,67.54063215013272,150.08685266836895,78.50969495259737,78.50969495259737,1.096854044754815,1.096854044754815,1,91583305
10.0,14.315431543154315,68.56981905841316,150.78633318417414,79.20917546840256,79.20917546840256,1.1066264433541388,1.1066264433541388,1,91583305
10.0,14.315431543154315,69.5990059666936,151.23459245495,79.65743473917841,79.65743473917841,1.1128890456295164,1.1128890456295164,1,91583305
10.0,14.315431543154315,70.62819287497403,151.21768307183453,79.64052535606295,79.64052535606295,1.1126528056941085,1.1126528056941085,1,91583305
10.0,14.315431543154315,71.65737978325447,150.80298936437754,79.22583164860596,79.22583164860596,1.1068591458074766,1.1068591458074766,1,91583305
10.0,14.315431543154315,72.6865666915349,150.27672721451108,78.6995694987395,78.6995694987395,1.0995067701800982,1.0995067701800982,1,91583305
10.0,14.315431543154315,73.71575359981534,149.77828787395515,78.20113015818357,78.20113015818357,1.0925431052838865,1.0925431052838865,1,91583305
10.0,14.315431543154315,74.74494050809577,149.0280386810266,77.45088096525502,77.45088096525502,1.0820614206672978,1.0820614206672978,1,91583305
10.0,14.315431543154315,75.7741274163762,147.80672926189854,76.22957154612696,76.22957154612696,1.0649985830511717,1.0649985830511717,1,91583305
10.0,14.315431543154315,76.80331432465664,146.2119550113298,74.63479729555822,74.63479729555822,1.0427180916002328,1.0427180916002328,1,91583305
10.0,14.315431543154315,77.83250123293708,141.2961316252132,69.71897390944163,69.71897390944163,0.9740394300971174,0.9740394300971174,1,91583305
10.0,14.315431543154315,78.86168814121751,140.42183502596635,68.84467731019477,68.84467731019477,0.9618246869144019,0.9618246869144019,1,91583305
10.0,14.315431543154315,79.89087504949794,139.70897996523624,68.13182224946466,68.13182224946466,0.9518654333832571,0.9518654333832571,1,91583305
10.0,14.315431543154315,80.92006195777837,134.06244540883338,62.48528769306181,62.48528769306181,0.8729780517576149,0.8729780517576149,1,91583305
10.0,14.315431543154315,81.94924886605881,136.2530397190513,64.67588200327971,64.67588200327971,0.903582708049174,0.903582708049174,1,91583305
10.0,14.315431543154315,82.97843577433925,133.61066246069356,62.033504744921984,62.033504744921984,0.8666662204058613,0.8666662204058613,1,91583305
10.0,14.315431543154315,84.00762268261968,131.11332279300458,59.53616507723301,59.53616507723301,0.8317760438832651,0.8317760438832651,1,91583305
10.0,14.315431543154315,85.03680959090012,128.95342497960843,57.37626726383685,57.37626726383685,0.801600246431612,0.801600246431612,1,91583305
10.0,14.315431543154315,86.06599649918056,127.04157217149117,55.46441445571959,55.46441445571959,0.774889870256728,0.774889870256728,1,91583305
10.0,14.315431543154315,87.095183407461,125.28493208400198,53.7077743682304,53.7077743682304,0.7503479613077209,0.7503479613077209,1,91583305
10.0,14.315431543154315,88.12437031574143,123.6809872889073,52.10382957313573,52.10382957313573,0.7279393487519689,0.7279393487519689,1,91583305
10.0,14.315431543154315,89.15355722402185,122.04399334868907,50.466835632917494,50.466835632917494,0.7050690086538243,0.7050690086538243,1,91583305
10.0,14.315431543154315,90.18274413230229,120.02600064480808,48.4488429290365,48.4488429290365,0.6768757586243342,0.6768757586243342,1,91583305
10.0,14.315431543154315,91.21193104058273,117.25340397377657,45.676246258004994,45.676246258004994,0.6381399836995836,0.6381399836995836,1,91583305
10.0,14.880291976566077,63.883554288987526,151.02994677395193,76.62848689112155,76.62848689112155,1.0299325713742493,1.0299325713742493,1,92433836
10.0,14.880291976566077,64.85956774440163,152.37340366662713,77.97194378379675,77.97194378379675,1.0479894333604376,1.0479894333604376,1,92433836
10.0,14.880291976566077,65.83558119981575,153.35513188759077,78.95367200476039,78.95367200476039,1.0611844462339715,1.0611844462339715,1,92433836
10.0,14.880291976566077,66.81159465522987,154.00510061588025,79.60364073304987,79.60364073304987,1.069920413637206,1.069920413637206,1,92433836
10.0,14.880291976566077,67.78760811064399,154.45408186161217,80.05262197878179,80.05262197878179,1.075954989389335,1.075954989389335,1,92433836
10.0,14.880291976566077,68.7636215660581,154.93646696335284,80.53500708052246,80.53500708052246,1.0824385328910398,1.0824385328910398,1,92433836
10.0,14.880291976566077,69.73963502147221,155.45095490990326,81.04949502707288,81.04949502707288,1.0893535577757751,1.0893535577757751,1,92433836
10.0,14.880291976566077,70.71564847688632,155.68725715133039,81.2857972685,81.2857972685,1.0925296008507264,1.0925296008507264,1,92433836
10.0,14.880291976566077,71.69166193230043,155.4164326578017,81.01497277497131,81.01497277497131,1.088889558115608,1.088889558115608,1,92433836
10.0,14.880291976566077,72.66767538771455,154.77678863766386,80.37532875483348,80.37532875483348,1.08029236094844,1.08029236094844,1,92433836
10.0,14.880291976566077,73.64368884312867,154.11184611570837,79.710386232878,79.710386232878,1.0713551368267271,1.0713551368267271,1,92433836
10.0,14.880291976566077,74.61970229854279,153.4987562078234,79.09729632499301,79.09729632499301,1.063114842767303,1.063114842767303,1,92433836
10.0,14.880291976566077,75.5957157539569,152.64557284599044,78.24411296316006,78.24411296316006,1.051647549475255,1.051647549475255,1,92433836
10.0,14.880291976566077,76.571729209371,151.25646382110605,76.85500393827567,76.85500393827567,1.0329770956014734,1.0329770956014734,1,92433836
10.0,14.880291976566077,77.54774266478512,149.3626811276462,74.96122124481582,74.96122124481582,1.0075235265929858,1.0075235265929858,1,92433836
10.0,14.880291976566077,78.52375612019924,145.479114391342,71.07765450851161,71.07765450851161,0.9553260731771501,0.9553260731771501,1,92433836
10.0,14.880291976566077,79.49976957561336,143.07794646480033,68.67648658196995,68.67648658196995,0.9230529439895899,0.9230529439895899,1,92433836
10.0,14.880291976566077,80.47578303102748,143.1329754539295,68.73151557109912,68.73151557109912,0.9237925664273194,0.9237925664273194,1,92433836
10.0,14.880291976566077,81.45179648644158,138.43344865354754,64.03198877071716,64.03198877071716,0.8606281230443144,0.8606281230443144,1,92433836
10.0,14.880291976566077,82.4278099418557,137.77753837192864,63.37607848909826,63.37607848909826,0.8518122976202992,0.8518122976202992,1,92433836
10.0,14.880291976566077,83.40382339726982,134.6266430206341,60.225183137803725,60.225183137803725,0.8094623846447117,0.8094623846447117,1,92433836
10.0,14.880291976566077,84.37983685268392,131.56753237602007,57.16607249318969,57.16607249318969,0.7683461128748886,0.7683461128748886,1,92433836
10.0,14.880291976566077,85.35585030809804,128.93134266521704,54.529882782386665,54.529882782386665,0.7329141507204554,0.7329141507204554,1,92433836
10.0,14.880291976566077,86.33186376351216,126.77426070203383,52.37280081920345,52.37280081920345,0.703921682473458,0.703921682473458,1,92433836
10.0,14.880291976566077,87.30787721892627,124.93899323791324,50.53753335508286,50.53753335508286,0.6792545930506049,0.6792545930506049,1,92433836
10.0,14.880291976566077,88.28389067434038,123.21705766463757,48.815597781807185,48.815597781807185,0.6561107518412063,0.6561107518412063,1,92433836
10.0,14.880291976566077,89.2599041297545,121.31109738965509,46.90963750682471,46.90963750682471,0.6304935088733392,0.6304935088733392,1,92433836
10.0,14.880291976566077,90.23591758516861,118.940278082419,44.53881819958862,44.53881819958862,0.5986282832316686,0.5986282832316686,1,92433836
10.0,14.880291976566077,91.21193104058273,115.87267765092184,41.47121776809146,41.47121776809146,0.5573979036621266,0.5573979036621266,1,92433836
10.0,15.44515240997784,65.37225047068192,157.79704288562087,80.57128083573167,80.57128083573167,1.0433212790270843,1.0433212790270843,1,88810595
10.0,15.44515240997784,66.29509620532124,158.75505912164488,81.52929707175568,81.52929707175568,1.0557266760163055,1.0557266760163055,1,88810595
10.0,15.44515240997784,67.21794193996055,159.28224041783534,82.05647836794614,82.05647836794614,1.0625531712453187,1.0625531712453187,1,88810595
10.0,15.44515240997784,68.14078767459986,159.50455589729003,82.27879384740083,82.27879384740083,1.0654319447731353,1.0654319447731353,1,88810595
10.0,15.44515240997784,69.06363340923917,159.72551784122703,82.49975579133783,82.49975579133783,1.0682931913063096,1.0682931913063096,1,88810595
10.0,15.44515240997784,69.98647914387848,160.07602282527478,82.85026077538558,82.85026077538558,1.0728318967168347,1.0728318967168347,1,88810595
10.0,15.44515240997784,70.90932487851781,160.40923569676806,83.18347364687887,83.18347364687887,1.0771466857541772,1.0771466857541772,1,88810595
10.0,15.44515240997784,71.83217061315713,160.41180057763245,83.18603852774325,83.18603852774325,1.0771798985162957,1.0771798985162957,1,88810595
10.0,15.44515240997784,72.75501634779644,159.9194818453924,82.6937197955032,82.6937197955032,1.0708048402563073,1.0708048402563073,1,88810595
10.0,15.44515240997784,73.67786208243575,159.17346299066776,81.94770094077856,81.94770094077856,1.061144607259931,1.061144607259931,1,88810595
10.0,15.44515240997784,74.60070781707506,158.4464482034185,81.2206861535293,81.2206861535293,1.0517304588209737,1.0517304588209737,1,88810595
10.0,15.44515240997784,75.52355355171437,157.7540507809315,80.5282887310423,80.5282887310423,1.0427645722553,1.0427645722553,1,88810595
10.0,15.44515240997784,76.4463992863537,156.82383877606813,79.59807672617893,79.59807672617893,1.0307192135541139,1.0307192135541139,1,88810595
10.0,15.44515240997784,77.36924502099302,155.32412475849588,78.09836270860669,78.09836270860669,1.0112993466889169,1.0112993466889169,1,88810595
10.0,15.44515240997784,78.29209075563233,153.3145048302194,76.0887427803302,76.0887427803302,0.985276684368301,0.985276684368301,1,88810595
10.0,15.44515240997784,79.21493649027164,151.1357147727244,73.90995272283521,73.90995272283521,0.9570634301424968,0.9570634301424968,1,88810595
10.0,15.44515240997784,80.13778222491095,149.0556378354121,71.82987578552292,71.82987578552292,0.9301284167208289,0.9301284167208289,1,88810595
10.0,15.44515240997784,81.06062795955026,147.06152013259964,69.83575808271044,69.83575808271044,0.9043064934418558,0.9043064934418558,1,88810595
10.0,15.44515240997784,81.98347369418958,144.80956533153383,67.58380328164463,67.58380328164463,0.8751458255340272,0.8751458255340272,1,88810595
10.0,15.44515240997784,82.9063194288289,137.44200671384613,60.21624466395693,60.21624466395693,0.779742964854865,0.779742964854865,1,88810595
10.0,15.44515240997784,83.8291651634682,137.1270136366572,59.90125158676801,59.90125158676801,0.7756641047850166,0.7756641047850166,1,88810595
10.0,15.44515240997784,84.75201089810753,133.50697009766859,56.28120804777939,56.28120804777939,0.7287879919063892,0.7287879919063892,1,88810595
10.0,15.44515240997784,85.67485663274684,130.25001396698767,53.02425191709847,53.02425191709847,0.6866135148377541,0.6866135148377541,1,88810595
10.0,15.44515240997784,86.59770236738615,127.57380477813108,50.34804272824188,50.34804272824188,0.6519591570454968,0.6519591570454968,1,88810595
10.0,15.44515240997784,87.52054810202547,125.44869988162984,48.22293783174064,48.22293783174064,0.6244410744770349,0.6244410744770349,1,88810595
10.0,15.44515240997784,88.44339383666478,123.6016611609365,46.3758991110473,46.3758991110473,0.600523683807583,0.600523683807583,1,88810595
10.0,15.44515240997784,89.36623957130409,121.49614635616264,44.27038430627344,44.27038430627344,0.5732592742519523,0.5732592742519523,1,88810595
10.0,15.44515240997784,90.28908530594342,118.77407414156787,41.54831209167867,41.54831209167867,0.5380110339971489,0.5380110339971489,1,88810595
10.0,15.44515240997784,91.21193104058273,115.27066429589652,38.044902246007325,38.044902246007325,0.4926452162612478,0.4926452162612478,1,88810595
10.0,16.010012843389603,66.86031615545063,164.47076265217854,84.42069843523052,84.42069843523052,1.054598759676662,1.054598759676662,1,91079772
10.0,16.010012843389603,67.73001668706249,165.02075172617242,84.9706875092244,84.9706875092244,1.0614693234841228,1.0614693234841228,1,91079772
10.0,16.010012843389603,68.59971721867436,165.18090333100028,85.13083911405226,85.13083911405226,1.0634699665366234,1.0634699665366234,1,91079772
10.0,16.010012843389603,69.46941775028623,165.20903565244086,85.15897143549284,85.15897143549284,1.0638214006262243,1.0638214006262243,1,91079772
10.0,16.010012843389603,70.33911828189808,165.36309684218327,85.31303262523525,85.31303262523525,1.065745961102839,1.065745961102839,1,91079772
10.0,16.010012843389603,71.20881881350994,165.6294159446975,85.5793517277495,85.5793517277495,1.0690728678969734,1.0690728678969734,1,91079772
10.0,16.010012843389603,72.07851934512179,165.79075403057644,85.74068981362842,85.74068981362842,1.0710883326871286,1.0710883326871286,1,91079772
10.0,16.010012843389603,72.94821987673365,165.58567058307037,85.53560636612235,85.53560636612235,1.0685263928621926,1.0685263928621926,1,91079772
10.0,16.010012843389603,73.81792040834551,164.9904347051409,84.94037048819288,84.94037048819288,1.0610905977288336,1.0610905977288336,1,91079772
10.0,16.010012843389603,74.68762093995738,164.2425138911035,84.19244967415548,84.19244967415548,1.0517474345302331,1.0517474345302331,1,91079772
10.0,16.010012843389603,75.55732147156924,163.53860369297854,83.48853947603052,83.48853947603052,1.0429540599713163,1.0429540599713163,1,91079772
10.0,16.010012843389603,76.4270220031811,162.84799859179952,82.79793437485151,82.79793437485151,1.0343268951097446,1.0343268951097446,1,91079772
10.0,16.010012843389603,77.29672253479296,161.91132407945162,81.8612598625036,81.8612598625036,1.0226257862910262,1.0226257862910262,1,91079772
10.0,16.010012843389603,78.16642306640482,160.43714289486925,80.38707867792124,80.38707867792124,1.0042100461038965,1.0042100461038965,1,91079772
10.0,16.010012843389603,79.03612359801667,158.43675675993885,78.38669254299083,78.38669254299083,0.9792208577191245,0.9792208577191245,1,91079772
10.0,16.010012843389603,79.90582412962854,156.21900693082566,76.16894271387764,76.16894271387764,0.951516322428525,0.951516322428525,1,91079772
10.0,16.010012843389603,80.7755246612404,154.04996406332475,73.99989984637674,73.99989984637674,0.9244202433845099,0.9244202433845099,1,91079772
10.0,16.010012843389603,81.64522519285225,151.95270602669706,71.90264180974904,71.90264180974904,0.8982209135383302,0.8982209135383302,1,91079772
10.0,16.010012843389603,82.51492572446412,149.6640408493256,69.61397663237759,69.61397663237759,0.8696304907852788,0.8696304907852788,1,91079772
10.0,16.010012843389603,83.38462625607599,146.78431806436498,66.73425384741697,66.73425384741697,0.8336564686139021,0.8336564686139021,1,91079772
10.0,16.010012843389603,84.25432678768784,143.19558655974834,63.14552234280032,63.14552234280032,0.7888253802228843,0.7888253802228843,1,91079772
10.0,16.010012843389603,85.1240273192997,137.97631276973647,57.92624855278845,57.92624855278845,0.7236252602596218,0.7236252602596218,1,91079772
10.0,16.010012843389603,85.99372785091157,134.01784937563008,53.96778515868206,53.96778515868206,0.6741754136813812,0.6741754136813812,1,91079772
10.0,16.010012843389603,86.86342838252342,130.62160219412698,50.57153797717896,50.57153797717896,0.6317488745558317,0.6317488745558317,1,91079772
10.0,16.010012843389603,87.73312891413528,127.92097208484427,47.87090786789625,47.87090786789625,0.5980121107480777,0.5980121107480777,1,91079772
10.0,16.010012843389603,88.60282944574715,125.68654562016097,45.636481403212954,45.636481403212954,0.5700992478848118,0.5700992478848118,1,91079772
10.0,16.010012843389603,89.472529977359,123.34273476141784,43.29267054446983,43.29267054446983,0.5408199352237871,0.5408199352237871,1,91079772
10.0,16.010012843389603,90.34223050897086,120.39283095605754,40.34276673910952,40.34276673910952,0.5039691989474787,0.5039691989474787,1,91079772
10.0,16.010012843389603,91.21193104058273,116.53169819893104,36.48163398198302,36.48163398198302,0.45573522443545045,0.45573522443545045,1,91079772
10.0,16.574873276801366,68.34928903088542,170.88482752755382,88.01046114354699,88.01046114354699,1.061974467904123,1.061974467904123,1,88407550
10.0,16.574873276801366,69.16581195980318,171.09301256420505,88.21864618019822,88.21864618019822,1.064486523751242,1.064486523751242,1,88407550
10.0,16.574873276801366,69.98233488872094,171.10028382765918,88.22591744365235,88.22591744365235,1.0645742621409442,1.0645742621409442,1,88407550
10.0,16.574873276801366,70.79885781763869,171.12077144516277,88.24640506115594,88.24640506115594,1.0648214751019298,1.0648214751019298,1,88407550
10.0,16.574873276801366,71.61538074655645,171.28826973447786,88.41390335047103,88.41390335047103,1.0668425860512307,1.0668425860512307,1,88407550
10.0,16.574873276801366,72.43190367547422,171.48857982337032,88.61421343936348,88.61421343936348,1.0692596191777863,1.0692596191777863,1,88407550
10.0,16.574873276801366,73.24842660439198,171.50053982014182,88.62617343613499,88.62617343613499,1.0694039339676706,1.0694039339676706,1,88407550
10.0,16.574873276801366,74.06494953330974,171.20377420724301,88.32940782323618,88.32940782323618,1.0658230243831108,1.0658230243831108,1,88407550
10.0,16.574873276801366,74.8814724622275,170.63740950005794,87.76304311605111,87.76304311605111,1.058989008849758,1.058989008849758,1,88407550
10.0,16.574873276801366,75.69799539114527,169.98880114550965,87.11443476150282,87.11443476150282,1.0511626038605133,1.0511626038605133,1,88407550
10.0,16.574873276801366,76.51451832006303,169.41114217736708,86.53677579336025,86.53677579336025,1.044192306610023,1.044192306610023,1,88407550
10.0,16.574873276801366,77.3310412489808,168.83591125496588,85.96154487095905,85.96154487095905,1.0372513072696985,1.0372513072696985,1,88407550
10.0,16.574873276801366,78.14756417789854,168.00598050411233,85.1316141201055,85.1316141201055,1.0272369833349853,1.0272369833349853,1,88407550
10.0,16.574873276801366,78.96408710681631,166.71103912944525,83.83667274543842,83.83667274543842,1.0116116285821437,1.0116116285821437,1,88407550
10.0,16.574873276801366,79.78061003573407,164.91929272418818,82.04492634018135,82.04492634018135,0.9899915971606686,0.9899915971606686,1,88407550
10.0,16.574873276801366,80.59713296465183,162.82096742157088,79.94660103756405,79.94660103756405,0.9646722445770906,0.9646722445770906,1,88407550
10.0,16.574873276801366,81.4136558935696,160.71709679029598,77.84273040628915,77.84273040628915,0.9392859795222677,0.9392859795222677,1,88407550
10.0,16.574873276801366,82.23017882248735,158.71347215042127,75.83910576641443,75.83910576641443,0.9151093284382555,0.9151093284382555,1,88407550
10.0,16.574873276801366,83.04670175140511,156.59400774081143,73.7196413568046,73.7196413568046,0.8895349017236176,0.8895349017236176,1,88407550
10.0,16.574873276801366,83.86322468032287,153.98490478141986,71.11053839741302,71.11053839741302,0.8580522723747303,0.8580522723747303,1,88407550
10.0,16.574873276801366,84.67974760924064,150.6536755201266,67.77930913611976,67.77930913611976,0.8178561368669465,0.8178561368669465,1,88407550
10.0,16.574873276801366,85.4962705381584,146.62313202534773,63.748765641340896,63.748765641340896,0.7692217560488425,0.7692217560488425,1,88407550
10.0,16.574873276801366,86.31279346707616,142.26363346518949,59.38926708118265,59.38926708118265,0.7166180529935688,0.7166180529935688,1,88407550
10.0,16.574873276801366,87.12931639599392,137.1238922468921,54.249525862885264,54.249525862885264,0.6545995852506981,0.6545995852506981,1,88407550
10.0,16.574873276801366,87.94583932491169,133.55554014291206,50.68117375890523,50.68117375890523,0.611542217096042,0.611542217096042,1,88407550
10.0,16.574873276801366,88.76236225382945,130.5960353635361,47.721668979529255,47.721668979529255,0.5758314791621577,0.5758314791621577,1,88407550
10.0,16.574873276801366,89.5788851827472,127.76861706195437,44.89425067794754,44.89425067794754,0.5417145570673259,0.5417145570673259,1,88407550
10.0,16.574873276801366,90.39540811166496,124.56921750579849,41.69485112179166,41.69485112179166,0.5031091390623044,0.5031091390623044,1,88407550
10.0,16.574873276801366,91.21193104058273,120.57228971150053,37.6979233274937,37.6979233274937,0.45488038065734976,0.45488038065734976,1,88407550
10.0,17.139733710213125,69.83794390741058,176.67549267200036,90.97682412093474,90.97682412093474,1.0615897033070472,1.0615897033070472,1,92716475
10.0,17.139733710213125,70.60130059073816,176.73164357427527,91.03297502320964,91.03297502320964,1.0622449165469292,1.0622449165469292,1,92716475
10.0,17.139733710213125,71.36465727406573,176.75421050116876,91.05554195010313,91.05554195010313,1.0625082453392551,1.0625082453392551,1,92716475
10.0,17.139733710213125,72.1280139573933,176.85153597432497,91.15286742325935,91.15286742325935,1.0636439161122289,1.0636439161122289,1,92716475
10.0,17.139733710213125,72.89137064072088,177.00443247418806,91.30576392312244,91.30576392312244,1.065428033677276,1.065428033677276,1,92716475
10.0,17.139733710213125,73.65472732404845,177.08927632907708,91.39060777801146,91.39060777801146,1.0664180590338361,1.0664180590338361,1,92716475
10.0,17.139733710213125,74.41808400737604,177.0131028822251,91.31443433115948,91.31443433115948,1.0655292068714879,1.0655292068714879,1,92716475
10.0,17.139733710213125,75.18144069070362,176.75182380311128,91.05315525204566,91.05315525204566,1.062480395454329,1.062480395454329,1,92716475
10.0,17.139733710213125,75.9447973740312,176.35145512930552,90.6527865782399,90.6527865782399,1.0578085763867175,1.0578085763867175,1,92716475
10.0,17.139733710213125,76.70815405735877,175.91787758798583,90.2192090369202,90.2192090369202,1.052749249927505,1.052749249927505,1,92716475
10.0,17.139733710213125,77.47151074068634,175.536836185131,89.83816763406537,89.83816763406537,1.0483029567785307,1.0483029567785307,1,92716475
10.0,17.139733710213125,78.23486742401391,175.11229211760167,89.41362356653605,89.41362356653605,1.043349040052551,1.043349040052551,1,92716475
10.0,17.139733710213125,78.9982241073415,174.48028515709768,88.78161660603206,88.78161660603206,1.0359742818306377,1.0359742818306377,1,92716475
10.0,17.139733710213125,79.76158079066909,173.50658530609545,87.80791675502982,87.80791675502982,1.024612380094416,1.024612380094416,1,92716475
10.0,17.139733710213125,80.52493747399666,172.14147926466697,86.44281071360135,86.44281071360135,1.0086832406514263,1.0086832406514263,1,92716475
10.0,17.139733710213125,81.28829415732423,170.45421692713427,84.75554837606865,84.75554837606865,0.9889949261646347,0.9889949261646347,1,92716475
10.0,17.139733710213125,82.0516508406518,168.64203003205066,82.94336148098503,82.94336148098503,0.9678488929097099,0.9678488929097099,1,92716475
10.0,17.139733710213125,82.81500752397938,166.86675851439398,81.16808996332836,81.16808996332836,0.9471336175422888,0.9471336175422888,1,92716475
10.0,17.139733710213125,83.57836420730696,164.99160479413422,79.2929362430686,79.2929362430686,0.9252528374559283,0.9252528374559283,1,92716475
10.0,17.139733710213125,84.34172089063453,162.75463723977336,77.05596868870774,77.05596868870774,0.8991501267349571,0.8991501267349571,1,92716475
10.0,17.139733710213125,85.1050775739621,159.9345374723781,74.23586892131249,74.23586892131249,0.8662429670897075,0.8662429670897075,1,92716475
10.0,17.139733710213125,85.86843425728969,156.43522743436816,70.73655888330254,70.73655888330254,0.8254102435810009,0.8254102435810009,1,92716475
10.0,17.139733710213125,86.63179094061726,152.33547845030176,66.63680989923614,66.63680989923614,0.777571122467661,0.777571122467661,1,92716475
10.0,17.139733710213125,87.39514762394484,147.9170051185019,62.21833656743627,62.21833656743627,0.7260128730046952,0.7260128730046952,1,92716475
