gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi
0.02,0.02,0.0,0.003,0.75,0.275,0.15,1.0,1.0,9.5,66.56812786541812,50.89442519052619,1.9257815370384321,3.2517910722855925,-0.481683456901958,0.30214029393966624,false,0.0,1.9257815370384321,0.02892948320451217,0.02892948320451217,68.49390940245655,36.79685831027487,105.29076771273142,65.05215119081565,16.792841042436237,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.75,0.275,0.15,1.0,1.0,9.5,66.56812786541812,52.648195719435975,1.9337503159115954,1.8617856020656565,-0.26074998737769567,0.17796150812797557,false,0.0,1.9337503159115954,0.029049191826771667,0.029049191826771667,68.50187818132972,36.9419461212149,105.44382430254461,64.96528235241237,17.28301240906951,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.75,0.275,0.15,1.0,1.0,9.5,66.56812786541812,54.40196624834575,1.9337503159115954,0.878476682876753,-0.09445082622723891,0.0872500162033358,false,0.0,1.9337503159115954,0.029049191826771667,0.029049191826771667,68.50187818132972,36.95892243386748,105.4608006151972,64.95482471376042,17.336908678663953,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.75,0.275,0.15,1.0,1.0,9.5,66.56812786541812,56.15573677725553,1.9337503159115954,0.17241317445950463,-0.0009953300262255924,0.019798175942951447,false,0.0,1.9337503159115954,0.029049191826771667,0.029049191826771667,68.50187818132972,36.92383392153939,105.42571210286911,64.97644342633325,17.225509933906768,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.75,0.275,0.15,1.0,1.0,9.5,66.56812786541812,57.90950730616531,1.9337503159115954,-0.3366493828407013,-0.3366493828407013,-0.09946212005286902,true,0.0,1.9337503159115954,0.029049191826771667,0.029049191826771667,68.50187818132972,36.84190047728683,105.34377865861654,65.02698028644014,16.96538825197209,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.75,0.275,0.15,1.0,1.0,9.5,66.56812786541812,59.66327783507509,1.9337503159115954,-0.6339061804914463,-0.6339061804914463,-0.6945359507846222,true,0.0,1.9337503159115954,0.029049191826771667,0.029049191826771667,68.50187818132972,36.714580235615735,105.21645841694544,65.10566807891841,16.56117290731103,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.75,0.275,0.15,1.0,1.0,9.5,66.56812786541812,61.41704836398487,1.9337503159115954,-1.0511743176128316,-1.0511743176128316,-1.6907700848421163,true,0.0,1.9337503159115954,0.029049191826771667,0.029049191826771667,68.50187818132972,36.54951756642244,105.05139574775215,65.2079657711692,16.03713318791591,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.75,0.275,0.15,1.0,1.0,9.5,66.56812786541812,63.170818892894644,1.9337503159115954,-1.3503290006124196,-1.3503290006124196,-2.2374273061145584,true,0.0,1.9337503159115954,0.029049191826771667,0.029049191826771667,68.50187818132972,36.348935364010956,104.85081354534067,65.33271022423438,15.400326321886858,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.75,0.275,0.15,1.0,1.0,9.5,66.56812786541812,64.92458942180443,1.9327620433187747,-1.4559544430487061,-1.4559544430487061,-2.28582211557767,true,0.0,1.9327620433187747,0.0290343457942256,0.0290343457942256,68.5008899087369,36.11117950839574,104.61206941713263,65.48086687358686,14.64190386258526,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.75,0.275,0.15,1.0,1.0,9.5,66.56812786541812,66.6783599507142,1.8935313318182239,-1.3649199697428132,-1.3649199697428132,-1.902291889532918,true,0.0,1.8935313318182239,0.028445014041049904,0.028445014041049904,68.46165919723634,35.83520572389928,104.29686492113562,65.64114774591147,13.624258003956546,100.0,0.08,0.6,0.27,1.0
