gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,opt
0.02,0.02,0.0,0.001,0.2,0.2,0.15,1.0,7.0,8.0,7.920667066706671,91.21193104058273,79.06877624641339,-1.5091629265935953,-1.5091629265935953,-2.648859578939264,true,0.0,79.06877624641339,1.426084364946033,1.426084364946033,134.51344571336008,-0.05060872151673404,134.46283699184335,100.0376377017241,-99.85336520167517,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.2,0.2,0.15,1.0,7.0,8.0,8.20878008853517,91.21193104058273,79.19962583721053,-1.5404004086667091,-1.5404004086667091,-2.7560119185878373,true,0.0,79.19962583721053,1.3783086086397567,1.3783086086397567,136.66108645695672,-0.2762670148234486,136.38481944213328,100.20256434400359,-99.24642982103705,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.2,0.2,0.15,1.0,7.0,8.0,8.35385508916648,91.42557781587362,78.16702977242966,-1.5509308043494043,-1.5509308043494043,-2.8046357995654096,true,0.0,78.16702977242966,1.3377121103471916,1.3377121103471916,136.64401539659502,-0.6107722229374126,136.0332431736576,100.44898747444971,-98.33322790549268,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.2,0.2,0.15,1.0,7.0,8.0,8.496893110363668,91.21193104058273,80.07595751262632,-1.558347358434009,-1.558347358434009,-2.8223221613287115,true,0.0,80.07595751262632,1.3463065091228565,1.3463065091228565,139.554209285172,-0.4404515582112383,139.11375772696076,100.31661250864614,-98.88646097047285,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.2,0.2,0.15,1.0,7.0,8.0,8.785006132192168,89.55595378687399,92.60992069989904,-1.5587885445204253,-1.5587885445204253,-2.7474792950865057,true,0.0,92.60992069989904,1.5059737548655303,1.5059737548655303,154.1049636252442,1.3921819572420322,155.49714558248624,99.10468970216336,-102.57311319324587,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.2,0.2,0.15,1.0,7.0,8.0,9.073119154020665,89.63681264031452,95.37793102505938,-1.5245948096497637,-1.5245948096497637,-2.6337154965624467,true,0.0,95.37793102505938,1.5017347933568859,1.5017347933568859,158.88976510320404,1.4676773222912463,160.3574424254953,99.0847463640653,-102.4922451630078,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.2,0.2,0.15,1.0,7.0,8.0,9.361232175849164,89.71766497645844,98.52505573265431,-1.478491236920574,-1.478491236920574,-2.4796658293359997,true,0.0,98.52505573265431,1.5035422364717714,1.5035422364717714,164.05368096359845,1.6415543798613779,165.69523534345984,99.00929294891388,-102.56277914893646,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.2,0.2,0.15,1.0,7.0,8.0,9.649345197677663,89.79860866898271,101.91326679863839,-1.4190769358197584,-1.4190769358197584,-2.284914824259421,true,0.0,101.91326679863839,1.508810993474994,1.508810993474994,169.45868318238203,1.9193199523576798,171.3780031347397,98.88006633450578,-102.76325415976861,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.2,0.2,0.15,1.0,7.0,8.0,9.93745821950616,89.87944485311539,105.28950027243513,-1.3597606419083061,-1.3597606419083061,-2.0958150545272667,true,0.0,105.28950027243513,1.5136020549250595,1.5136020549250595,174.85170780897826,2.2123664513024237,177.06407426028068,98.75052776202908,-102.95566596415995,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.2,0.2,0.15,1.0,7.0,8.0,10.22557124133466,89.96027861083508,108.4534709845543,-1.289272272947782,-1.289272272947782,-1.8792892887541677,true,0.0,108.4534709845543,1.515157699470612,1.515157699470612,180.0324696738969,2.604970726773578,182.6374404006705,98.57369292897513,-103.25489234230542,100.0,0.08,0.6,0.27,1.0,false
