gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,1.0,10.5,64.9312404924703,49.620266938483276,2.4215733741597205,0.3669879934992837,0.3669879934992837,0.02903136282310686,false,0.0,2.4215733741597205,0.037294426470113974,0.037294426470113974,67.35281386663002,51.97909968712621,119.33191355375622,56.44157699380992,59.214639432573655,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,1.0,10.5,64.9312404924703,51.41954311925173,2.4215733741597205,-0.333456424124907,-0.333456424124907,-0.0709826575193835,true,0.0,2.4215733741597205,0.037294426470113974,0.037294426470113974,67.35281386663002,51.941600296234,119.29441416286402,56.45931902115559,59.099776881360164,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,1.0,10.5,64.9312404924703,53.218819300020186,2.4215733741597205,-0.8115524135033058,-0.8115524135033058,-0.4099884853194671,true,0.0,2.4215733741597205,0.037294426470113974,0.037294426470113974,67.35281386663002,51.84863793463836,119.20145180126838,56.503350293853835,58.81502841570108,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,1.0,10.5,64.9312404924703,55.018095480788645,2.4215733741597205,-1.1573602649792547,-1.1573602649792547,-0.8402508780869999,true,0.0,2.4215733741597205,0.037294426470113974,0.037294426470113974,67.35281386663002,51.68733221938122,119.04014608601123,56.579915332063635,58.32094076417063,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,1.0,10.5,64.9312404924703,56.8173716615571,2.4215733741597205,-1.318133037586986,-1.318133037586986,-1.11845275819082,true,0.0,2.4215733741597205,0.037294426470113974,0.037294426470113974,67.35281386663002,51.492773286339144,118.84558715296916,56.67254079862343,57.724996806712035,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,1.0,10.5,64.9312404924703,58.61664784232555,2.4215733741597205,-1.3635543881216885,-1.3635543881216885,-1.236140813247545,true,0.0,2.4215733741597205,0.037294426470113974,0.037294426470113974,67.35281386663002,51.263310668650796,118.61612453528082,56.782173697301,57.022141078959734,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,1.0,10.5,64.9312404924703,60.415924023094,2.4215733741597205,-1.3281196403920945,-1.3281196403920945,-1.2098771610664136,true,0.0,2.4215733741597205,0.037294426470113974,0.037294426470113974,67.35281386663002,50.99727112168776,118.35008498831778,56.90981453311026,56.207248347083194,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,1.0,10.5,64.9312404924703,62.21520020386245,2.4215733741597205,-1.1969241091534197,-1.1969241091534197,-1.019144064854304,true,0.0,2.4215733741597205,0.037294426470113974,0.037294426470113974,67.35281386663002,50.69215322094502,118.04496708757503,57.05691274127969,55.27265661995464,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,1.0,10.5,64.9312404924703,64.01447638463091,2.4215733741597205,-0.9618681783401484,-0.9618681783401484,-0.6907296730130605,true,0.0,2.4215733741597205,0.037294426470113974,0.037294426470113974,67.35281386663002,50.34434855804416,117.69716242467418,57.22552054705279,54.20731315825471,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,1.0,10.5,64.9312404924703,65.81375256539937,2.4215733741597205,-0.644397403861613,-0.644397403861613,-0.3287512633579664,true,0.0,2.4215733741597205,0.037294426470113974,0.037294426470113974,67.35281386663002,49.94542236494055,117.29823623157057,57.42014205027078,52.98538183629047,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,1.0,10.5,64.9312404924703,67.61302874616781,2.4215733741597205,-0.27290732882047847,-0.27290732882047847,-0.06285453222679183,true,0.0,2.4215733741597205,0.037294426470113974,0.037294426470113974,67.35281386663002,49.480557635835346,116.83337150246535,57.648609297565955,51.56147740787775,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,1.0,10.5,64.9312404924703,69.41230492693627,2.390418107348111,0.1296253637217857,0.1296253637217857,0.013507388283970589,false,0.0,2.390418107348111,0.036814607101574075,0.036814607101574075,67.3216585998184,48.93089390828492,116.25255250810332,57.9098326422775,49.734937000238986,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,1.0,10.5,64.9312404924703,71.21158110770473,2.295790850361982,0.5383277705079077,0.5383277705079077,0.049901165062664,false,0.0,2.295790850361982,0.035357261511555625,0.035357261511555625,67.22703134283228,48.28090630187329,115.50793764470556,58.20122210961638,47.31929477287022,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,1.0,10.5,64.9312404924703,73.01085728847318,2.180796365645975,0.9338949144763032,0.9338949144763032,0.08595863963321601,false,0.0,2.180796365645975,0.03358624214023555,0.03358624214023555,67.11203685811627,47.51337461895258,114.62541147706885,58.54900409368845,44.47040825840316,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,1.0,10.5,64.9312404924703,74.81013346924163,2.037405349211923,1.3042157890400303,1.0030169072646358,0.1205022074468297,false,0.0,2.037405349211923,0.03137789042314985,0.03137789042314985,66.96864584168222,46.60641702028517,113.57506286196738,58.96421639939753,41.09750631749074,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,1.0,10.5,64.9312404924703,76.6094096500101,1.8619769179127985,1.648506831619654,1.0030251550016747,0.15335272916550863,false,0.0,1.8619769179127985,0.02867613345734125,0.02867613345734125,66.7932174103831,45.542560169082186,112.33577757946529,59.45854370673154,37.14836734385229,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,1.0,10.5,64.9312404924703,78.40868583077855,1.6452299936400294,1.970913544634295,1.003034799883626,0.18479164522505287,false,0.0,1.6452299936400294,0.025338034221459506,0.025338034221459506,66.57647048611032,44.30889184612151,110.88536233223184,60.04081069477469,32.56796182374531,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,1.0,10.5,64.9312404924703,80.20796201154701,1.3830305165508037,2.2748429204208254,1.0030460279300797,0.21505130623774615,false,0.0,1.3830305165508037,0.0212999244440923,0.0212999244440923,66.3142710090211,42.89136439466621,109.20563540368731,60.72422065389311,27.327998174397816,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,1.0,10.5,64.9312404924703,82.00723819231546,1.090865548972161,2.5628989776151867,1.0030590611063643,0.24430427281042155,false,0.0,1.090865548972161,0.01680031893274336,0.01680031893274336,66.02210604144246,41.27249394491203,107.29459998635448,61.53348449021574,21.46866428876264,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,1.0,10.5,64.9312404924703,83.8065143730839,0.7884651034703012,2.836142851778411,1.0030741374187704,0.27258794054865904,false,0.0,0.7884651034703012,0.012143077777202409,0.012143077777202409,65.7197055959406,39.42495381581629,105.14465941175689,62.50408338722724,15.007629021843115,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,1.0,10.5,64.9312404924703,85.60579055385236,0.49558936978652923,3.0951082592762855,1.0030915215700016,0.29989531606948466,false,0.0,0.49558936978652923,0.007632525823128235,0.007632525823128235,65.42682986225682,37.30870341250278,102.7355332747596,63.68471333796162,7.9123009659251675,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,1.0,10.5,64.9312404924703,87.40506673462082,0.22399147397224795,3.3404272595644704,1.003111510093488,0.3262334567095833,false,0.0,0.22399147397224795,0.003449671872482137,0.003449671872482137,65.15523196644254,34.868622567235484,100.02385453367802,65.13969319639125,0.06845944175910557,100.0,0.08,0.6,0.27,1.0
