gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_min_val,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi
0.02,0.0195,0.0005,0.01,NaN,NaN,0.2,1.0,1.0,0.25,2.777847734773477,3.1098567388916134,-3.0560111787814037e-6,-3.774758283725532e-15,-3.774758283725532e-15,3.0560111787814037e-6,-1.1001363179579064e-6,1.1001363179579064e-6,2.7778446787622983,95.21865275569448,97.99649743445677,2.83463669772505,-2.060746914037581,100.0,0.08,0.6,0.27,1.0
0.02,0.0195,0.0005,0.01,NaN,NaN,0.2,1.0,1.0,0.5,5.555565506550655,6.219560392088082,-4.347006603566683e-7,-7.993605777301127e-15,-7.993605777301127e-15,4.347006603566683e-7,-7.824597871163716e-8,7.824597871163716e-8,5.555565071849995,92.93707512448273,98.49264019633273,5.640589043786086,-1.5960281882294258,100.0,0.08,0.6,0.27,1.0
0.02,0.0195,0.0005,0.01,NaN,NaN,0.2,1.0,1.0,1.0,11.110921042104213,12.438873455652153,8.303001065357307e-6,-1.687538997430238e-14,-1.687538997430238e-14,8.303001065357307e-6,7.472828790604802e-7,7.472828790604802e-7,11.110929345105278,88.36740026904423,99.4783296141495,11.16919573157458,-0.5868779839940608,100.0,0.08,0.6,0.27,1.0
0.02,0.0195,0.0005,0.01,NaN,NaN,0.2,1.0,1.0,1.5,16.666296579657967,18.658210079923435,1.616693261752289e-5,-2.5757174171303632e-14,-2.5757174171303632e-14,1.616693261752289e-5,9.700374969479077e-7,9.700374969479077e-7,16.666312746590584,83.76942159521357,100.43573434180416,16.594006959586295,0.5228789894765384,100.0,0.08,0.6,0.27,1.0
0.02,0.0195,0.0005,0.01,NaN,NaN,0.2,1.0,1.0,2.0,22.22243099309931,24.878440597426543,-9.119976390081774e-6,-3.375077994860476e-14,-3.375077994860476e-14,9.119976390081774e-6,-4.103950820193247e-7,4.103950820193247e-7,22.22242187312292,79.10269379824341,101.32511567136632,21.93180015229215,1.7037245222584652,100.0,0.08,0.6,0.27,1.0
0.02,0.0195,0.0005,0.01,NaN,NaN,0.2,1.0,1.0,2.5,27.77806365636564,31.098080094589108,-1.2489050650543732e-5,-5.3290705182007514e-14,-5.3290705182007514e-14,1.2489050650543732e-5,-4.4960119629079086e-7,4.4960119629079086e-7,27.778051167314988,74.30868251628068,102.08673368359567,27.210245802759626,2.889334499169993,100.0,0.08,0.6,0.27,1.0
0.02,0.0195,0.0005,0.01,NaN,NaN,0.2,1.0,1.0,3.0,33.33173807380738,37.315412939613324,6.947527473499804e-5,-5.5067062021407764e-14,-5.5067062021407764e-14,6.947527473499804e-5,2.084357994808343e-6,2.084357994808343e-6,33.331807549082114,69.30750724714619,102.6393147962283,32.47469803871583,3.958881588354757,100.0,0.08,0.6,0.27,1.0
0.02,0.0195,0.0005,0.01,NaN,NaN,0.2,1.0,1.0,3.5,38.88693359335934,43.53453751751965,7.049902631450777e-5,-6.394884621840902e-14,-6.394884621840902e-14,7.049902631450777e-5,1.8129232572492367e-6,1.8129232572492367e-6,38.88700409238565,63.990701439716105,102.87770553210176,37.79925290057274,4.7088274586506,100.0,0.08,0.6,0.27,1.0
0.02,0.0195,0.0005,0.01,NaN,NaN,0.2,1.0,1.0,4.0,44.43452835283529,49.74470902668341,4.780924126635e-5,-4.618527782440651e-14,-4.618527782440651e-14,4.780924126635e-5,1.0759479854656628e-6,1.0759479854656628e-6,44.43457616207655,58.24192074996109,102.67649691203763,43.276287659232665,4.816838831005077,100.0,0.08,0.6,0.27,1.0
0.02,0.0195,0.0005,0.01,NaN,NaN,0.2,1.0,1.0,4.5,49.8900691569157,55.84644856556498,5.8305923502643964e-5,-7.105427357601002e-14,-7.105427357601002e-14,5.8305923502643964e-5,1.1686879671234464e-6,1.1686879671234464e-6,49.8901274628392,52.03525355897943,101.92538102181862,48.9476977791817,3.842318737471939,100.0,0.08,0.6,0.27,1.0
0.02,0.0195,0.0005,0.01,NaN,NaN,0.2,1.0,1.0,5.0,54.86760661066107,61.38513956562386,2.0530226692017095e-6,-9.592326932761353e-14,-9.592326932761353e-14,2.0530226692017095e-6,3.7417755138654e-8,3.7417755138654e-8,54.86760866368374,45.85448356197946,100.7220922256632,54.47425430833525,1.5999423125673262,100.0,0.08,0.6,0.27,1.0
0.02,0.0195,0.0005,0.01,NaN,NaN,0.2,1.0,1.0,5.5,58.791298979898,65.68248793793327,0.00010250961658186952,-1.1013412404281553e-13,-1.1013412404281553e-13,0.00010250961658186952,1.7436188408920808e-6,1.7436188408920808e-6,58.791401489514584,40.73979194662494,99.53119343613952,59.06831763977179,-1.1376425814170532,100.0,0.08,0.6,0.27,1.0
0.02,0.0195,0.0005,0.01,NaN,NaN,0.2,1.0,1.0,6.0,61.6594308430843,68.73647305734046,-0.00011735321393047116,-1.2079226507921703e-13,-1.2079226507921703e-13,0.00011735321393047116,-1.9032484135171587e-6,1.9032484135171587e-6,61.65931348987037,37.003678935939206,98.66299242580958,62.49487469806431,-3.487176928449587,100.0,0.08,0.6,0.27,1.0
0.02,0.0195,0.0005,0.01,NaN,NaN,0.2,1.0,1.0,6.5,63.80843564356435,70.94338578363407,0.00020847358864273247,-1.6697754290362354e-13,-1.6697754290362354e-13,0.00020847358864273247,3.267179120442187e-6,3.267179120442187e-6,63.808644117152994,34.29988639118531,98.1085305083383,65.03883381652513,-5.226301821309109,100.0,0.08,0.6,0.27,1.0
0.02,0.0195,0.0005,0.01,NaN,NaN,0.2,1.0,1.0,7.0,65.51686648664867,72.63133871020847,-0.00012699635513513385,-1.6342482922482304e-13,-1.6342482922482304e-13,0.00012699635513513385,-1.938376511962973e-6,1.938376511962973e-6,65.51673949029353,32.25258409922195,97.76932358951548,67.01155033593724,-6.468867437453085,100.0,0.08,0.6,0.27,1.0
0.02,0.0195,0.0005,0.01,NaN,NaN,0.2,1.0,1.0,7.5,66.92900770077007,73.97028688077235,0.0009017358979974688,-1.7408297026122455e-13,-1.7408297026122455e-13,0.0009017358979974688,1.347302057769928e-5,1.347302057769928e-5,66.92990943666807,30.65901272375698,97.58892216042506,68.58351127871146,-7.290811118153851,100.0,0.08,0.6,0.27,1.0
0.02,0.0195,0.0005,0.01,NaN,NaN,0.2,1.0,1.0,8.0,68.15524677467748,75.09025765643275,-0.0008573908464342139,-2.2026824808563106e-13,-2.2026824808563106e-13,0.0008573908464342139,-1.2579968337122512e-5,1.2579968337122512e-5,68.15438938383105,29.34650276560461,97.50089214943566,69.90129821517283,-7.847573973963861,100.0,0.08,0.6,0.27,1.0
0.02,0.0195,0.0005,0.01,NaN,NaN,0.2,1.0,1.0,8.5,69.22943269326933,76.0311223507994,-0.0007240441365325978,-2.3447910280083306e-13,-2.3447910280083306e-13,0.0007240441365325978,-1.0458617214741256e-5,1.0458617214741256e-5,69.2287086491328,28.27141931143883,97.50012796057163,71.00371055628604,-8.12404007008929,100.0,0.08,0.6,0.27,1.0
0.02,0.0195,0.0005,0.01,NaN,NaN,0.2,1.0,1.0,9.0,70.1954892989299,76.84461962900212,-0.0004694116522898639,-2.7000623958883807e-13,-2.7000623958883807e-13,0.0004694116522898639,-6.687205360031871e-6,6.687205360031871e-6,70.19501988727761,27.362958229423782,97.55797811670139,71.95210606282605,-8.193335053614813,100.0,0.08,0.6,0.27,1.0
