gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,opt
0.02,0.02,0.0,0.004,0.5,0.25,0.15,1.0,1.0,11.0,60.76237623762376,65.04789405149106,2.8676652831596527,1.6792123247455493e-15,-0.0013542233101968976,-0.0024014449686269685,false,0.0,2.8676652831596527,0.04719475209371434,0.04719475209371434,63.630041520783415,52.45324660385897,116.0832881246424,54.81412746722144,44.2213540986941,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.004,0.5,0.25,0.15,1.0,1.0,11.0,71.33493612519146,77.42515523798757,0.9142731168466156,1.3663183540298107e-15,-0.00015585824502817967,0.0055766336226479,false,0.0,0.9142731168466156,0.01281662487567219,0.01281662487567219,72.24920924203808,30.512461310748346,102.76167055278643,70.30754643573573,9.951682375011517,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.004,0.5,0.25,0.15,1.0,1.0,11.0,73.34055317110037,79.76325178197138,-2.317140541385765e-5,6.446231010907426e-16,0.0005084054600179773,-0.005744461739002596,true,0.0,2.317140541385765e-5,0.00019495534402785147,0.00019495534402785147,73.34052999969497,26.06869138519806,99.40922138489303,73.77638510589959,-2.2160178544442743,100.0,0.08,0.6,0.27,1.0,true
0.02,0.02,0.0,0.004,0.5,0.25,0.15,1.0,1.0,11.0,78.38330938356994,85.6826788269604,-2.4524949711547777,-6.245004513516506e-16,-0.0007102827217487506,-0.001799179531664528,false,0.0,2.4524949711547777,-0.03128848463329681,0.03128848463329681,75.93081441241516,15.463748964537556,91.39456337695272,83.08023104092305,-35.75291981414638,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.004,0.5,0.25,0.15,1.0,1.0,11.0,81.90749601275917,89.81292204416278,-4.7027956163326365,2.056731521205002e-16,-0.0020971607684750057,0.015041793525538381,false,0.0,4.7027956163326365,-0.05741593682219338,0.05741593682219338,77.20470039642653,9.043967582279453,86.24866797870598,89.51407854262476,-60.325296269140985,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.004,0.5,0.25,0.15,1.0,1.0,11.0,83.66958932735378,91.87880108762008,-7.086525586550351,8.881784197001252e-16,-5.9986705963403775e-5,-0.003587902966853765,false,0.0,7.086525586550351,-0.08469655036580395,0.08469655036580395,76.58306374080342,6.283604582108968,82.86666832291239,92.41721103396699,-73.16641035976174,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.004,0.5,0.25,0.15,1.0,1.0,11.0,85.4316826419484,93.94454532516892,-10.770351980674732,-1.4068607390171906e-15,-0.0014419625140403656,0.01106671614494835,false,0.0,10.770351980674732,-0.12606976296854894,0.12606976296854894,74.66133066127367,3.8850404597277257,78.54637112100139,95.05382565192888,-84.66754347754943,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.004,0.5,0.25,0.15,1.0,1.0,11.0,87.19377595654302,96.01038328464175,-16.039744735471857,-1.0698907038086958e-15,9.853943284824154e-8,0.020186711556367205,false,0.0,16.039744735471857,-0.18395515688489042,0.18395515688489042,71.15403122107116,1.9094139788629736,73.06344519993414,97.38663571962974,-93.380655739121,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.004,0.5,0.25,0.15,1.0,1.0,11.0,88.95586927113763,98.0766161865272,-22.860422026015627,9.575673587391975e-16,-2.7918102094015573e-8,0.012431512691674777,false,0.0,22.860422026015627,-0.2569861012356253,0.2569861012356253,66.095447245122,0.5144903002582406,66.60993754538025,99.22760729221862,-98.48253329286516,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.004,0.5,0.25,0.15,1.0,1.0,11.0,90.71796258573225,74.38925267459891,0.0024993623832472167,7.494005416219807e-16,-0.03617974543118829,0.02735719451011942,false,0.0,0.0024993623832472167,2.7550909566396128e-5,2.7550909566396128e-5,90.7204619481155,7.83148293635664,98.55194488447214,92.05344659048879,-15.60481898378323,100.0,0.08,0.6,0.27,1.0,false
