gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,cvml_vb,cvmh_vb,debt_diff,eq_deriv,eq_min_val,sg_debt,debt,sg_equity,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,abs_debt_diff,debt_per_diff,abs_debt_per_diff,eq_deriv_min_val,eq_negative,eq_vb
0.02,0.02,0.0,0.005,0.75,0.35,0.15,1.0,1.0,0.7565256525652565,8.900767080208468,9.670239177306922,9.541262140930087,9.232866251920557,-1.922794733921762e-5,-0.8925975841454208,-0.13974647102339538,8.900599636821388,8.900747852261128,95.422898541018,92.76691764314118,101.66766549540232,8.754747941629134,1.8306028382075068,100.0,0.08,0.6,0.27,1.0,1.922794733921762e-5,-2.1602573313004026e-6,2.1602573313004026e-6,-0.8925975841454208,true,0.0
