gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,opt_vb,cvml_vb,cvmh_vb,debt_diff,debt_per_diff,eq_deriv,eq_min_val,debt,equity,firm_value,leverage,ROE,p_filter_success,V0,r,alpha,pi,xi
0.02,0.02,0.0,0.005,0.3,0.225,0.15,1.0,1.0,0.5,5.882349643328417,6.565956340818726,6.3056156593884385,6.379167160505949,1.3628373185525788e-7,2.3168247404304974e-8,9.240449636974287e-16,-0.0008142072553804617,5.882349779612149,95.43537349754995,101.31772327716209,5.805844811100372,1.4000809349537402,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.3,0.225,0.15,1.0,1.0,1.0,11.764708206835412,13.130884393807811,12.611241602047427,12.758344403119883,-9.605949102819977e-8,-8.165055124137142e-9,-7.303612118793295e-17,-0.003299986543843187,11.76470811077592,90.84923010291743,102.61393821369336,11.465019582696392,2.9624633836708547,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.3,0.225,0.15,1.0,1.0,1.5,17.647050850512294,19.695222895162548,18.916849192167987,19.137503652209933,3.294611943260861e-7,1.8669476113427862e-8,-1.4278893889458258e-15,-0.006264427364456707,17.647051179973488,86.20158972791995,103.84864090789344,16.993049717063897,4.673349240115532,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.3,0.225,0.15,1.0,1.0,2.0,23.52879711014016,26.258701558285264,25.221769264827593,25.515988833137474,-5.1401471523604414e-8,-2.18461960817589e-9,7.237970690172138e-16,-0.009329233556105003,23.52879705873869,81.42869846635583,104.95749552509452,22.417452837480422,6.482826651625251,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.3,0.225,0.15,1.0,1.0,2.5,29.067165657247234,32.419480335783454,31.130840096635335,31.5063684232008,-7.084919850797178e-7,-2.4374305821010502e-8,-6.932461399864991e-16,-0.008464807009245175,29.06716494875525,76.78008275021392,105.84724769896917,27.461427274351628,8.243358234229436,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.3,0.225,0.15,1.0,1.0,3.0,33.90372589890568,37.75780571410318,36.2308593365505,36.703523184954804,-0.02636902713581435,-0.0007777619254721934,-1.5126788710517758e-15,-0.013662812803681196,33.87735687176986,72.63146131831651,106.50881819008637,31.807091138039777,9.843554162624702,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.3,0.225,0.15,1.0,1.0,3.5,40.95394202461613,45.69207609644334,43.88280308774623,44.402681406814054,-1.6090018561953912e-7,-3.928808257891928e-9,-9.212656161491245e-16,-0.016861138727194802,40.95394186371595,65.78175162855493,106.73569349227088,38.369490583467815,11.407524405311253,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.3,0.225,0.15,1.0,1.0,4.0,47.042996216461866,52.499049567893245,50.42670980572006,51.01547814784141,-1.8068312357399918e-7,-3.840808156491791e-9,-5.672015317163929e-16,-0.01953876834933929,47.04299603577874,59.56120059606605,106.60419663184479,44.12865301939349,12.470865301040647,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.3,0.225,0.15,1.0,1.0,4.5,52.94568337209367,59.087626437196406,56.7557707514872,57.41763195524203,1.2209729831624827e-6,2.3060859835950794e-8,-3.2822803165680026e-16,-0.021972223303499405,52.94568459306665,52.90295817902699,105.84864277209364,50.02018278785665,12.429556612424664,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.3,0.225,0.15,1.0,1.0,5.0,58.84218057946892,65.67006574690349,63.077695863363765,63.8127895207844,-8.168482423798196e-8,-1.3882018550903812e-9,6.060270669266667e-16,0.002921203486886408,58.8421804977841,45.37071378100869,104.21289427879279,56.46343564776938,10.235951101748642,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.3,0.225,0.15,1.0,1.0,5.5,63.05983758260056,70.28219025052402,67.46423729677521,68.31042361384714,2.928994398132545e-6,4.644785826312867e-8,-2.494811534414815e-17,-0.013399566199036128,63.059840511594956,39.559309936710996,102.61915044830596,61.45036305222692,7.090252139079323,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.3,0.225,0.15,1.0,1.0,6.0,65.30671340158851,72.58450641424993,69.57884258761831,70.58056544970684,-1.2249530527697061e-6,-1.8756923889847907e-8,8.678904846361294e-16,0.002836860667763906,65.30671217663546,36.662000764281274,101.96871294091673,64.04583356315955,5.6746219929922015,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.3,0.225,0.15,1.0,1.0,6.5,67.08805390273598,74.34238620845674,71.15677413570728,72.32453201847578,-5.773953276388966e-6,-8.606529688221427e-8,-9.331771164278296e-16,0.016409261769922093,67.0880481287827,34.41217071752412,101.50021884630682,66.09645662968317,4.5582797768333405,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.3,0.225,0.15,1.0,1.0,7.0,68.57242436897658,75.75076900194247,72.39235567508241,73.73284567016871,-1.4052413661147511e-5,-2.0492805658341402e-7,-4.3721343329160223e-16,-0.004616329561521375,68.57241031656292,32.58932475524621,101.16173507180913,67.78492902270523,3.696545244197935,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.3,0.225,0.15,1.0,1.0,7.5,69.83765144361062,76.90308630067217,73.37530653389199,74.89347063275284,-1.2480706786277551e-5,-1.7871028776440044e-7,-2.5534335281646083e-16,-0.008355447187498938,69.83763896290384,31.096754102359238,100.93439306526308,69.19112191792503,3.097877729511578,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.3,0.225,0.15,1.0,1.0,8.0,70.93629418754276,77.86156658902065,74.1662173200886,75.86581223349276,-2.316698768822789e-5,-3.2658863778503225e-7,5.230979397599803e-16,0.018099541924965455,70.93627102055507,29.86534719434377,100.80161821489884,70.37215500779574,2.7581395885771354,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.3,0.225,0.15,1.0,1.0,8.5,71.83736065438725,78.75600866703124,74.72936020975717,76.61484156041935,2.154144411292691e-5,2.9986408070535553e-7,-5.055384204994162e-16,0.008970158656213659,71.83738219583137,28.92391063776413,100.76129283359549,71.29462135273397,2.7032033701171354,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.3,0.225,0.15,1.0,1.0,9.0,72.92811314341239,79.53709108178953,75.51117503165214,77.57826513319446,-7.562975923747217e-6,-1.0370453310473977e-7,1.4202458488509314e-16,-0.0052937244090781425,72.92810558043647,27.64625967041039,100.57436525084685,72.51162400930231,2.1216293250308826,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.3,0.225,0.15,1.0,1.0,9.5,73.60274306963491,80.00031929396596,75.8132796260618,78.07136262707867,-1.8016027169664994e-5,-2.447738551349939e-7,1.447191525406356e-7,-0.016025378145574858,73.60272505360774,27.175016397916693,100.77774145152443,73.03470388747671,2.946294468288402,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.3,0.225,0.15,1.0,1.0,10.0,74.35373143869663,80.55216388895542,76.20341099253136,78.65076490282546,1.1334624929304482e-5,1.5244191125296361e-7,3.092952060798553e-7,0.008082025464733874,74.35374277332156,26.50118803577482,100.85493080909637,73.72345821550591,3.333550005133068,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.3,0.225,0.15,1.0,1.0,10.5,75.20012808944233,81.21656445468417,76.70352997467444,79.33800320341054,-3.855311541656192e-5,-5.126735338895594e-7,4.951887496581499e-16,0.012465962447899496,75.20008953632691,25.565624454850614,100.76571399117753,74.62864754068134,3.087567563194016,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.3,0.225,0.15,1.0,1.0,11.0,76.74851080854569,77.14506903976488,78.01290547555894,80.81866725035033,3.4387331623975115e-5,4.480521024017863e-7,-3.0575080417629234e-16,-0.013920981120489609,76.74854519587731,25.185001010150827,101.93354620602814,75.29272555744613,8.31580742932827,true,100.0,0.08,0.6,0.27,1.0
