gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_min_val,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi
0.02,0.02,0.0,0.015000000000000001,NaN,NaN,0.15,1.0,5.0,0.25,2.6316331133113313,11.779726914590185,-5.524586187988234e-5,6.661338147750939e-15,6.661338147750939e-15,5.524586187988234e-5,-4.198599082861332e-6,4.198599082861332e-6,13.158110320694776,88.59345497705199,101.75156529774677,12.931604818256448,2.0169589862853554,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.015000000000000001,NaN,NaN,0.15,1.0,5.0,0.5,5.263136263626363,23.558894582900923,2.1661197919797814e-5,1.865174681370263e-14,1.865174681370263e-14,2.1661197919797814e-5,8.231289039388463e-7,8.231289039388463e-7,26.315702979329735,77.18381208244017,103.4995150617699,25.42591911046556,4.749336294527184,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.015000000000000001,NaN,NaN,0.15,1.0,5.0,1.0,10.51040099009901,47.04949204773693,0.00038433290498574024,3.552713678800501e-14,3.552713678800501e-14,0.00038433290498574024,7.313382340936162e-6,7.313382340936162e-6,52.55238928340003,54.10068631605053,106.65307559945056,49.27414328000005,14.021940196712412,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.015000000000000001,NaN,NaN,0.15,1.0,5.0,1.5,14.845774527452745,66.6161129246452,-0.0012338650875136636,4.973799150320701e-14,4.973799150320701e-14,0.0012338650875136636,-1.6622441425767387e-5,1.6622441425767387e-5,74.2276387721762,33.20932430618248,107.43696307835869,69.0894796775283,28.856351238511113,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.015000000000000001,NaN,NaN,0.15,1.0,5.0,2.0,16.914261376137613,76.42804990948031,0.00371670447798067,5.3290705182007514e-14,5.3290705182007514e-14,0.00371670447798067,4.394758240196218e-5,4.394758240196218e-5,84.57502358516605,22.187625112869302,106.76264869803535,79.21780193406012,43.84219797919317,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.015000000000000001,NaN,NaN,0.15,1.0,5.0,2.5,17.905760526052607,81.6055803270774,0.0003599438969104085,7.105427357601002e-14,7.105427357601002e-14,0.0003599438969104085,4.020425676828367e-6,4.020425676828367e-6,89.52916257415994,16.511369838542606,106.04053241270255,84.42918998720086,57.68910515023036,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.015000000000000001,NaN,NaN,0.15,1.0,5.0,3.0,18.457295679567956,84.88989317441656,-0.007107973738726514,7.460698725481052e-14,7.460698725481052e-14,0.007107973738726514,-7.702074954127729e-5,7.702074954127729e-5,92.27937042410105,13.037077875377516,105.31644829947857,87.62104297487777,68.86029496965654,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.015000000000000001,NaN,NaN,0.15,1.0,5.0,3.5,18.782328182818283,87.19953809278678,-0.0060700417121068995,7.815970093361102e-14,7.815970093361102e-14,0.0060700417121068995,-6.463566873099001e-5,6.463566873099001e-5,93.9055708723793,10.671957265777916,104.57752813815722,89.79517162455856,75.11003971498,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.015000000000000001,NaN,NaN,0.15,1.0,5.0,4.0,18.973487298729875,88.93310985250378,-0.003062155789663734,9.592326932761353e-14,9.592326932761353e-14,0.003062155789663734,-3.2278260094745165e-5,3.2278260094745165e-5,94.86437433785972,8.943895160826365,103.80826949868609,91.38421707247555,74.15395414740907,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.015000000000000001,NaN,NaN,0.15,1.0,5.0,4.5,19.07835778577858,90.29537134680469,-0.01343226816122467,7.460698725481052e-14,7.460698725481052e-14,0.01343226816122467,-0.0001408115762588054,0.0001408115762588054,95.37835666073167,7.614859388798116,102.99321604952979,92.60644566615328,64.76518912867152,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.015000000000000001,NaN,NaN,0.15,1.0,5.0,5.0,19.12096204620462,91.38969383873183,-0.003162987924000049,1.1013412404281553e-13,1.1013412404281553e-13,0.003162987924000049,-3.3083983079479836e-5,3.3083983079479836e-5,95.60164724309911,6.5704803460625065,102.17212758916162,93.5692047321529,49.385024558423794,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.015000000000000001,NaN,NaN,0.15,1.0,5.0,5.5,19.11886183618362,92.29164766046776,0.01825012851524832,1.2789769243681803e-13,1.2789769243681803e-13,0.01825012851524832,0.0001909122904032795,0.0001909122904032795,95.61255930943334,5.725846889269505,101.33840619870284,94.34977605820804,30.50539695227148,100.0,0.08,0.6,0.27,1.0
