gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,opt
0.02,0.02,0.0,0.0025,0.3,0.2,0.15,1.0,1.0,4.5,52.21652559992841,56.90998306266219,0.09353003360882894,-6.349087922075114e-16,0.028961332903190536,0.01332695546383529,false,2.651612625246413e-8,0.09353003360882894,0.001791196034861369,0.001791196034861369,52.31005563353724,57.04720825403243,109.35726388756967,47.834093295638105,19.621041735058142,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.3,0.2,0.15,1.0,1.0,4.5,53.092181586579706,57.92140071026834,0.05844960698765078,-3.920475055707584e-16,0.028656313077722616,0.013350729380205857,false,-5.732486158436394e-8,0.05844960698765078,0.0011009079913646888,0.0011009079913646888,53.15063119356736,55.892334867576224,109.04296606114357,48.742833319266325,19.302215358559828,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.3,0.2,0.15,1.0,1.0,4.5,53.967837573231,58.93338681188668,0.023484683120074124,-5.238864897449957e-16,0.028393482928834927,0.013881417945380756,false,-1.5445866527473916e-7,0.023484683120074124,0.0004351607212018986,0.0004351607212018986,53.991322256351076,54.718519178120374,108.70984143447146,49.66553307769856,18.93086665737478,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.3,0.2,0.15,1.0,1.0,4.5,54.55444538476682,59.611007373118156,1.8775473079805753e-7,-3.525005370139584e-16,0.028232927405445314,0.013983622793929363,false,-1.476291101385616e-6,1.8775473079805753e-7,-2.892230941999301e-9,2.892230941999301e-9,54.55444557252156,53.922190248386634,108.4766358209082,50.2914246553418,18.65228827703076,100.0,0.08,0.6,0.27,1.0,true
0.02,0.02,0.0,0.0025,0.3,0.2,0.15,1.0,1.0,4.5,54.843493559882305,59.94483355536318,-0.011635993975197323,-2.5326962749261384e-16,0.028152099161498065,0.013975293059491908,false,-2.3637987774743705e-6,0.011635993975197323,-0.00021216726397074354,0.00021216726397074354,54.83185756590711,53.52672030930712,108.35857787521422,50.60223070576978,18.50547183207867,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.3,0.2,0.15,1.0,1.0,4.5,55.7191495465336,60.956300877242406,-0.04736964404888511,-4.753142324176451e-16,0.027865898308723935,0.014049176320878484,false,-4.635395654796153e-6,0.04736964404888511,-0.0008501501626352814,0.0008501501626352814,55.671779902484715,52.315141837541695,107.98692174002642,51.554187308452015,18.01769103847708,100.0,0.08,0.6,0.27,1.0,false
