gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,opt_vb,cvml_vb,cvmh_vb,debt_diff,debt_per_diff,eq_deriv,eq_min_val,debt,equity,firm_value,leverage,ROE,p_filter_success,V0,r,alpha,pi,xi
0.02,0.02,0.0,0.0025,0.3,0.2,0.15,1.0,1.0,0.5,6.060614674553586,6.623773648940249,6.428561707235251,6.525248230957126,-3.4578625296433074e-7,-5.7054650647263064e-8,2.6586911077467086e-16,0.00200565507003245,6.060614328767333,95.43707954204606,101.49769387081339,5.971184267970958,1.594319422159085,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.2,0.15,1.0,1.0,1.0,12.121205609114218,13.246306280162496,12.857096357567448,13.050469618187787,2.61412475666134e-7,2.1566540829038645e-8,9.719683688879962e-16,0.005327957456657208,12.121205870526694,90.86702345952796,102.98822933005465,11.769506039064806,3.400398650955583,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.2,0.15,1.0,1.0,1.5,18.181813649819667,19.86854158444749,19.285650504084956,19.575710347996736,1.8206410601351308e-7,1.0013528326714473e-8,1.3736580545137528e-16,0.006091390544249848,18.181813831883773,86.26737349426205,104.44918732614582,17.40732914954187,5.437895331734488,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.2,0.15,1.0,1.0,2.0,24.241818695485737,26.48996843127107,25.713517406155738,26.100269248037307,2.2906352370455352e-8,9.44910638025724e-10,3.172597750904789e-16,0.006605422181770778,24.24181871839209,81.58697360577297,105.82879232416505,22.90663834104501,7.693944370837391,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.2,0.15,1.0,1.0,2.5,29.90349254164451,32.651089627872224,31.68739897345192,32.174419684053866,-3.5299029832458473e-7,-1.1804316764438125e-8,-3.2439252704114507e-16,-0.003085063615135701,29.903492188654212,77.11573270071867,107.01922488937288,27.94216853987293,10.013658466787057,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.2,0.15,1.0,1.0,3.0,34.92438717555966,38.071596892025454,36.9309727829153,37.52401632884808,-0.02836515102125503,-0.0008121875089365969,-1.1657341758564142e-15,0.009425946112385187,34.896022024538404,73.0902012183085,107.9862232428469,32.31525372089531,12.266874454057163,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.2,0.15,1.0,1.0,3.5,42.20223399570834,46.09966007853867,44.74683617226814,45.42563593552538,5.125028224028938e-8,1.2143973763450807e-9,6.392594020466361e-16,0.010911415901465334,42.20223404695862,66.4773334515355,108.67956749849412,38.83180161491108,15.01713319775364,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.2,0.15,1.0,1.0,4.0,48.47655632410066,52.96869833685402,51.41896439121998,52.19253166041403,1.8995092432305682e-7,3.918407963080096e-9,-4.0513653686278833e-16,0.01238883025788826,48.47655651405159,60.455130814792156,108.93168732884374,44.50179530195857,17.335190982100436,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.2,0.15,1.0,1.0,4.5,54.55444538476682,59.611007373118156,57.867214031441755,58.737312706590124,1.8775474330823272e-7,3.4416030074912883e-9,-3.5250053701395845e-16,0.013983622793929363,54.554445572521566,53.922190248386634,108.4766358209082,50.2914246553418,18.65228827703078,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.2,0.15,1.0,1.0,5.0,60.606649488350214,66.22496411367034,64.28619005750949,65.25305078027878,-1.1538144377709614e-6,-1.9037753241791516e-8,-1.1311138542886332e-16,-0.0117987519994749,60.60664833453578,46.39843882893959,107.00508716347537,56.63903459276185,17.782409638468664,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.2,0.15,1.0,1.0,5.5,64.73458520494059,70.61459763083317,68.51204229878267,69.59294430644641,-4.866021882321547e-6,-7.516881226498025e-8,-9.479775248068337e-16,0.009074989802928098,64.7345803389187,40.84510248349548,105.57968282241418,61.31348248867422,15.82196632292423,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.2,0.15,1.0,1.0,6.0,66.9927463457237,72.8442567113806,70.60687834599209,71.81861154102009,4.915484595358066e-6,7.33733853810254e-8,-3.014994491057465e-16,-0.0013263239839566097,66.9927512612083,38.01679077032955,105.00954203153785,63.79682261740381,15.177096616508944,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.2,0.15,1.0,1.0,6.5,68.78479084940601,74.53672303081422,72.17047275860203,73.51722270056806,-7.127458118816321e-6,-1.0361968148483322e-7,8.673925747206913e-16,0.017239333936837627,68.78478372194789,35.83028875627655,104.61507247822445,65.75035708766094,14.78468845807539,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.2,0.15,1.0,1.0,7.0,70.2815656292666,75.88723486612987,73.39754288041124,74.88196098512194,6.415517603386434e-6,9.128307751748332e-8,8.583859345848801e-16,0.0028581929888055993,70.2815720447842,34.066948494112815,104.34852053889702,67.35272496612541,14.632404329899341,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.2,0.15,1.0,1.0,7.5,71.56166408722477,76.98813149185129,74.37766304535471,76.0016949881655,5.325790809251885e-6,7.44224002778975e-8,5.32968235248271e-16,-0.009444215458638225,71.56166941301558,32.63052996214755,104.19219937516313,68.68236762652899,14.741369442697883,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.2,0.15,1.0,1.0,8.0,72.67870546450133,77.90113548480294,75.17194408081959,76.93705405560551,-1.932352873268428e-5,-2.6587607207894653e-7,-4.447625148863348e-16,-0.004531136515937041,72.6786861409726,31.451226784085435,104.12991292505804,69.7961652894872,15.116084630364313,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.2,0.15,1.0,1.0,8.5,74.2270975860863,73.0232162273425,76.45784342863945,78.36015806102647,2.3936720680239887e-5,3.2247954532344223e-7,2.258432370649112e-15,-0.004885067942400062,74.22712152280698,30.760596500237426,104.98771802304441,70.70076664254614,19.35258425813069,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.2,0.15,1.0,1.0,9.0,74.58316608660742,79.34411753016349,76.38482979415247,78.43505572095611,2.5587628528001005e-5,3.430751182953021e-7,4.250136389625647e-16,-0.0008994978461661141,74.58319167423595,29.62083714009292,104.20402881432886,71.57419201816904,16.54034904952013,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.2,0.15,1.0,1.0,9.5,75.34809974337367,80.92143490545163,76.77780723710354,78.97227299643453,-1.0859692238796015e-5,-1.4412695576640669e-7,7.065046705047778e-16,0.017443746694667812,75.34808888368143,28.780482137155925,104.12857102083736,72.36062892729353,16.747468386353237,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.2,0.15,1.0,1.0,10.0,76.20077494429309,80.46397884783237,77.2707853185818,79.60870302296536,4.042097501155695e-6,5.304535950074901e-8,1.7775412983071292e-15,-0.018204280563135083,76.20077898639059,28.247410797812822,104.44818978420341,72.95557648612794,18.690484792169237,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.2,0.15,1.0,1.0,10.5,65.12001878581484,77.76776806830647,64.16301397996199,66.75154154631872,3.283882345783695e-5,5.04281541530978e-7,2.212048801665319e-15,-0.027360231668278015,65.1200516246383,46.21282436416106,111.33287598879934,58.491304609062375,32.49109163477031,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.2,0.15,1.0,1.0,11.0,79.70527887557628,73.91094615047479,80.30726958073318,82.91593542432098,9.172906307242101e-5,1.150853047206753e-6,-1.9606066571805345e-15,0.016345605784378093,79.70537060463936,27.07231681136593,106.77768741600528,74.64609183200201,33.39645816619181,true,100.0,0.08,0.6,0.27,1.0
